epoch,scrping_dt,ad_id_indeed,ad_jobtitle_indeed,ad_cie_indeed,ad_jobloc_indeed,ad_post_dt_indeed,ad_jobdes_indeed,search_ad_url,ad_url,ad_jobdate,ad_jobtitle,ad_jobcie,ad_jobdes,ad_email
1514871688.0,2018-01-02 13:41:28,29667aaef688eba5,User Experience / Information Architecture - Data Engineer,WHub,Hong Kong,14 days ago,"Full time


Hong Kong , Kwun Tong, KLN


User Experience / Information Architecture


starting date : 2018-01-08


Cloudbreakr might be able to provide a visa.


Description


Who we looking for:
Cloudbreakr is looking for a passionate Data Engineer to join our Influencer Marketing Platform. If you’re a person who loves social media and discovers the secret behind viral content across the digital world, this is the dream job for you and who was looking for.


As a Data Scientist, you will be responsible for analytics pipeline from data extraction and processing to model creation, and result visualization. You’ll be working closely with our engineering and product teams to ensure the quality of the product and system reliability.


Requirements
Good theoretical knowledge of algorithms, statistics and optimization methods.
Hands on experience with machine learning models using Python or R.
Data visualization skills: Tableau, ggplot, plotly, d3.js
Bachelor degree in Computer Science, Mathematics, Engineering or Physics (HK local university graduate is highly preferred).
Good in Cantonese, Mandarin, and English
A positive attitude and good cultural fit with our team.
Additional qualification
Experience with one of the following tools: XGboost, Torch7, Tensorflow.
Previous job experience is not a must as long as you show your good portfolio to us (e.g. on Github).

Salary

Equity part is negotiable.


Salary range / month : Negotiable


WHubber factors
Startups have different perks to offer to talent. Here is their allocation of 100 points.


Flexible Role and Responsibility


Impact on Society


Compensation


Flexible hours


Flexible location


Flexible Role and Responsability32


Created on: 2017/12/18


about Cloudbreakr",https://www.indeed.hk/rc/clk?jk=29667aaef688eba5&fccid=eb9b4575af3a03e4,http://whub.io/startups/advwhere/jobs/user-experience-information-architecture-data-engineer-1513583547,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,a381540d4d4f22f2,Data Scientist,Gammon Construction 金門建築,Hong Kong,13 days ago,"Responsibilities:
Develop algorithms and statistical predictive models to identify business challenges and opportunities, and support developing business strategies;
Analyse structured and unstructured data, visualize findings and discover insights for operation optimization
Collaborate with business users to ideate and introduce new data science innovations into business areas

Requirements:
Degree in Mathematics, Computer Science, preferably in Statistics;
At least 2 years' relevant experience in building and implementing predictive models;
In-depth knowledge and experience with machine learning, supervised, unsupervised and reinforcement, classification, regression, clustering models;
High technical aptitude, problem solving abilities, intellectual curiosity, motivation and passion for data discovery;
Excellent command of English and Chinese.

If you are interested in any of our vacancies in Gammon, please apply by email to hrdept@gammonconstruction.com, quoting the position and providing your full resume, current and expected salary. We will contact you if you are shortlisted for an interview. If you do not hear from us within six weeks from now, you can assume that your application is unsuccessful. However, we will keep your record for a period of six months and may make contact if there is a suitable opening in the near future.",https://www.indeed.hk/rc/clk?jk=a381540d4d4f22f2&fccid=8540d6aba9365491,https://www.gammonconstruction.com/en/html/front/career-1.html,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,ba944ec985a77fdc,Backend Developer @ T1,Terminal 1,Hong Kong,30 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.Our ideal candidate has worked in fast moving teams that have built APIs used by real customers at scale.Requirements:Experience designing, building and deploying large-scale distributed systemsOptional but preferred: Experience with microservice architecture and designing easy to use APIsStrongly care for code quality and performancePride yourself on monitoring, documentation and proper test coverageTeam player with good communication skills ; learns from othersProgramming language choice is not as important but let us know which languages you have usedOur Values:We look for team players and strong communicatorsPositive attitude and good cultural fitFluency in English - you're going to be in an international and global team!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time",https://www.indeed.hk/company/Terminal-1/jobs/Backend-Developer-ba944ec985a77fdc?fccid=f3285d5bddb5d799,https://www.indeed.hk/cmp/Terminal-1/jobs/Backend-Developer-ba944ec985a77fdc,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,152f84882d60bcd0,Senior Recruiter @ T1,Terminal 1,Hong Kong,29 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!Important : If this is too junior or not the right role for you, but you like what we're doing, please get in touch with us. We can create roles for the right candidate.Most recruiters hate the internal tools they have to use. We know, because we work as contingency recruiters! We’re a group of technologists who thought recruitment was so important that we decided to become headhunters to thoroughly learn the space.If we (technologists) work together with you (recruitment expert), we believe we can build tools that recruiters love to use. Every quarter, we target the area in recruitment that is most painful and manual and help automate it. Through this way of working, we hope to reach ever higher levels of automation and build truly valuable tools for recruiters.About us: We have been working on Terminal 1 for a year and grown to 5 full-time product designers, data scientists, and software engineers. Engineering from SV / companies like LinkedIn and Yandex.We all work on both product and contingent recruitment for clients. We are generally profitable/break-even every quarter.We have a rich client base that grows rapidly (~1-2 new clients per month like clockwork.) Some of them work exclusively with us.We believe it’s time to hire our first pure recruiter to help bring our recruitment to the next level and free some of us to work more on product development.About you: Frustrated by current state of tools for external recruiters. Keen interest in technology, constant source of smart (and practical) ideas on tools that can help you place faster and at higher quality.Proven ability in contingent recruitment, having billings exceeding HK$ 1.6m in any 12 month period. While you're comfortable operating a 360° desk, we usually need more help with candidate flow than clients.Lots of intellectual horsepower and happy to fill a variety of roles in an early stage startup. Your duties might range from placing candidates to writing product spec to creating an attractive commission scheme for junior recruiters.Imagine: instead of being frustrated at the state of tooling in your company, what if there was a group of talented technologists at your beck and call, working to help you succeed?If you’re looking to be the most important person in your next company, please create a profile and contact us as soon as possible!!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time",https://www.indeed.hk/company/Terminal-1/jobs/Senior-Recruiter-152f84882d60bcd0?fccid=f3285d5bddb5d799,https://www.indeed.hk/cmp/Terminal-1/jobs/Senior-Recruiter-152f84882d60bcd0,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,11a50d81b8a0e0fd,Data Scientist - Financial Services (Up to 70k),Michael Page,Hong Kong,21 days ago,"Our client is a leading bank that offers all types of financial services ranging from retail banking, corporate banking, investment banking and many other divisions. You will be part of their commercial banking department which is one of their core businesses and will be working on data and performance analysis to support strategy formulation and decision making.

Job Description

Support senior management within the corporate banking department by performing technical data analysis, data mining and designing technical solutions

Assist decision making through generating reports and dashboards that help monitor business performance and help to formulate business strategies

Create visual tools such as graphs, charts, maps and other interactive tools to present to different stakeholders

Work closely with senior stakeholders of different levels and teams to develop new business solutions through the use of data

Provide new and innovative solutions to promote business growth and development

The Successful Applicant

Bachelor degree in Mathematics, Statistics, Business or related disciplines

At least 4 years of experience in data analytics. Candidates from different industries are welcome to apply

Experience with SQL/Python/R/SAS/QlikView etc

Passionate about big data and interested in working in financial services

Good communication skills and ability to work with senior stakeholders

Proficiency with English and Chinese

What's on Offer

Permanent headcount

Great benefits (Medical, Annual Leave, Bonus etc)

Contact: Geoffrey Ho Quote job ref: 3933284 +852 2848 9545
Function: IT Specialisation: Business Intelligence Industry: Technology & Telecoms Location: Hong Kong Contract Type: Permanent Consultant name: Geoffrey Ho Consultant phone: +852 2848 9545 Job Reference: 3933284",https://www.indeed.hk/rc/clk?jk=11a50d81b8a0e0fd&fccid=77087bd1709a8148,https://www.michaelpage.com.hk/job-detail/data-scientist-financial-services-70k/ref/3933284?source=search&source=ONL_INDEED&utm_source=indeed&utm_medium=aggregator&utm_campaign=Indeed,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,96559f237e185481,Data Scientist - Retail Banking and Wealth Management,HSBC,"Central, Hong Kong Island",30+ days ago,"Some careers open more doors than others.

If you’re looking for a career that will unlock new opportunities, join HSBC and experience the possibilities.


Retail Banking and Wealth Management serves more than 50 million customers worldwide with a complete range of banking and wealth management services to enable them to manage their finances and protect and build their financial futures. It is a global business that brings together management responsibility for Retail Banking, Wealth Management, Insurance and Asset Management with a focus on customer-centric propositions and innovative and efficient distribution channels.


We are currently seeking a high caliber professional to join our team as
Data Scientist
.


Principal responsibilities

Expertise in architecting and communicating a data science solution for a given use case.

Ability to identify new use cases for data science to add value in the meeting room as a wider discussion evolves.

Enthusiasm for proactively seeking, exploring and developing use cases for new data and or tools wider industry trends.

Ability to deliver the data science solution with a hundred percent hands on approach.

Highly skilled in distilling problems from high level or initial business problem statements.

Able to break down problems into smaller and logical fragments that can be related to definitive solutions and approaches, concise data requirements and definitive timelines to complete.

Able to operationalise the data science at touchpoints with our customers so it changes their journey for the better, or for internal teams.

Effective in narrating the analytical output to stake holders draw agreement on business actions and or formulate questions next iterative analysis.

Experience in network and social analytics as well as how data science can be applied to interactions between our customers, relationships, comments and other signals of engagement.

Keen to leverage solutions and approaches developed by the wider Global Analytics community to reduce time to market.

Qualifications

Requirements

Years experience with modern analysis methods and machine learning kits such as but not limited to Random Forest, Markov Chain analysis, Gradient boosting, Pathway analysis, Collaborative Filtering, Neural Networks, Self Organising Maps
Python, Jupyter or similar analytically oriented programming languages
Experience with cloud analytics platforms such as Redshift, Azure, Baidu, AliCloud
Knowledge of opensource packages such as Tensorflow
Years of experience in digital Ecommerce Mcommerce domains preferred but not mandatory.
Experience that demonstrates proactive initiative to commercialize data and insights.
Knowledge of SAS and SQL and prior hands on experience of the use in business analytics domain.
Experience from a digital native or mobile applications domain.

You’ll achieve more when you join HSBC.


Candidate with less relevant experience or skills may be offered a lower Global Career Band than stated above.


HSBC is committed to building a culture where all employees are valued, respected and opinions count. We take pride in providing a workplace that fosters continuous professional development, flexible working and opportunities to grow within an inclusive and diverse environment. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website.",https://www.indeed.hk/rc/clk?jk=96559f237e185481&fccid=04c9b139c84ea1b5,https://hsbc.taleo.net/careersection/external/jobdetail.ftl?lang=en_GB&job=536443&src=JB-10502,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,6eb1ae09e4a5c88c,Full Stack Developers and Data Scientists for awesome artifi...,BAH Partners,Hong Kong,,"I am working on a mandate to source several Full Stack Developers and several Data Science / Analytics Developers for a brand new high-profile project at a major global investment bank.

Overview:
In short, they are building a brand new trade advisory platform for private banking clients. The core concept is based on a data lake, Machine Learning and Artificial Intelligence and a brand new Full Stack tech platform to support it and tie it all together.
The idea is that they want to use technology to simplify the way trade suggestions and advice is collated and presented to clients. This new system will create documents (emails, web sites, smartphone apps, etc) that will bundle together all of the necessary data, risk, research and information to present to clients. It will do this in record breaking time, removing the arduous and time costly process of gathering this information and analyzing it in person, meaning my client can be fastest to market. It will work within the client’s risk parameters and be able to access and include all relevant research and analysis at the click of a button.
A little further down the line, this system will begin to start making investment proposals by itself, by using Machine Learning and AI. Any trade or decision ever made by that client, or any similar client, before will have been stored in the data lake. The system will work with that data and real-time incoming data to predict and suggest the most suitable and interesting trade ideas to clients in real-time.

The roles:
Full Stack Developers
They are looking for passionate full stack software engineers to join a lean, agile, fast moving tech-loving team. As an experienced web dev you will be working closely with business users to build out a next generation trade advisory platform to be used by over 1k users across the investment and private bank. You will be a key contributor to architecting and delivering the product to our users.
Essential: Node.js, Javascript, reactjs (or another UI framework), HTML5, CSS, RESTFull APIs, experience of agile working (TDD, testing, CI, kanban)
Great to have: GraphQL, webpack, redux, es6, babel, selenium, MongoDB, knowledge of responsive design (for mobile, experience with working with UX designers
Data Scientists
Experienced data scientist to work on an exciting green field trade recommendation engine that will have profound impact on certain areas of the business. You will be working with data in a newly built data lake and your skills and experience in the areas below will make you a key contributor to architecting and building out the product.
Essential: Apache Spark, Hadoop, Cloudera, SparkSQL, Impala, Zeppelin, experience of Agile working (TDD, testing, kanban, scrum)
Great to have: Data visualization, node.js, Java, Scala, python, kotlin, ML, Tensorflow, RESTFull APIs, GraphQL
If you would like to apply for this opening or discuss any other positions within banking and finance technology in Asia, please send an email to Craig.Barnish@bahpartners.com / +852 2544 4479.

For more roles, please visit our website: http://bahpartners.com/live-roles/",https://www.indeed.hk/pagead/clk?mo=r&ad=-6NYlbfkN0BBhZYZZ7bY_Q2-fWzXB8nQYCzWpr80zNz3fSsAHgtb9s9TFiKNzkgpHZ2Kni8_WbHuuYn1z7SsXhjltnKhaLaEfHE0y2AtSXFvbuahnmgnhw0cJiH2Y_9p0cP9d2_B-GylWx7vZzVtZHpWEnfMYsy-KdmkH8abJq853CS5PPcSOAw-_7d-m8vN69fmmBs34I9nUfLcaUyYeKTfH-NyRX-tu4i2Sp0kG_9lcQ5glnkvZZ1njeHmtu0BZOyAJljUV0LNK-Z6g7u53ImweK5cQPHUpCNh8X3LZ33phyuZeK1gNXcae2yrwKqfpiiTebl5ElzSGIqu5HxFHA6Ryu_6jYPjrkGg2rDx4ZOEr06UVZGZPNAVlP7bf1CyoZQoesYF24JxGmW8MPZu9U9vKOT8XBahV4H5lHrdoE5Q7WWpXHnikZlYyS6fAtdSRth-PB1Pbcy2oNmZrIKe5LxLy3nDU6BcBc2qk8il5mjAn7iUoueiCcq6ilYAubK8vznjV6jFLCTqvRRuXxkE388F97XRjCzWitmHHNRzWpoxVggKPqUR7sdTq19r8C7jG1wcwtiFOTjndQGB0Et8_8wVfpQsBEcM67CVqY5e_DEsh5rHi80NJAPQbTFqxRNy3t3zB8ol_RzRCQIcMIHnxkCMUZ5dADt4bEMMZTP_gsxtIovKJ2n-KSJaywpH_oYqTlFZ-oCRm3llebGTmlnV8DkkNs8607eERR-PoMaL0Xn9kqYPcaEPlpzti0eSMWogjWxC8wZI564kLHFLbMR2v3aPUhTTVs0HQzr9hx65IwFbwzguTKadnlPxCeo1zfAhUkJzrhEX3VTNet8evNSvAqETpc7wui9J7LVzQrhYIalNxjKfYJ9yIOmPgsUecB32JbDPBHd4Nizn_Ju_0LoqoJZopCcN5HQ0dxbEc8ZQ66p-D0ysp0lzLMS0xrUf_XuLonP096FaYCY=&p=3&sk=&fvj=0,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-_Full_Stack_Developers_and_Data_Scientists_for_awesome_artificial_intelligence_project_at_leading_global_bank_-_Hong_Kong_.id02557004?utm_campaign=JS_HK_SPONSORED_ALLJOBS&utm_source=APAC_HK_ENG&utm_medium=PD_AG_INDEED&utm_source=APAC_HK_ENG&utm_medium=PD_AG_INDEED&utm_campaign=HK_SECTORS_JOBS,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,da3aa520ecd7ec79,Data Scientist @ T1,Terminal 1,Hong Kong,29 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.As a Data Scientist you will be responsible for analytics pipeline from data extraction and processing to model creation and result visualization. You would work on candidate-employee matching algorithms, feature engineering and actionable insights generation.You’ll be working closely with our engineering and product teams to ensure quality of the product and system reliability.Hard Requirements:Hands on experience with machine learning models using Python or R .Experience with one of the following tools: XGboost , Torch7 , Tensorflow .Data visualization skills: Tableau , ggplot , plotly , d3.jsBachelor degree in Computer Science, Mathematics, Engineering or Physics.Fluency in English - you’re going to be in an international and global team.Kaggle Expert rank or above.Soft Requirements:Good theoretical knowledge of algorithms, statistics and optimization methods.A positive attitude and good cultural fit with our team.Experience with distributed infrastructure tools: Apache Spark and one of Hive, Drill or HawkAn awesome portfolio or track record in Github. We do not care about previous experience, as long as you can show us what you can do.!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time",https://www.indeed.hk/company/Terminal-1/jobs/Data-Scientist-da3aa520ecd7ec79?fccid=f3285d5bddb5d799,https://www.indeed.hk/cmp/Terminal-1/jobs/Data-Scientist-da3aa520ecd7ec79,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,4c394c29a636add8,Solution Engineer - Digital Health Company,Hays,Hong Kong,14 days ago,"Solution Engineer at a fast-growing, well funded digital health startup (AI & connected devices)


Your new company

Your new employer is a fast growing, awarded startup in the digital health space; with its headquarter in Singapore, it is a well-funded player who is adapting artificial intelligence to disrupt the practice of medicine. The company is founded by a group of passionate scientist and medical experts. Their products include connected devices and bio-sensors supported by a powerful data analytics engine built in-house. They have expanded to Hong Kong and looking for a candidate to join the team in a highly dynamic work environment.


Your new role

You will support onboarding and product implementation for a portfolio of clients. You will be meeting new clients to get them on board and existing clients to improve their user experience by effective communications while working with internal team to ensure timely technical support.
Work with product team to streamline entry of new technology and improve existing products
Work with account manager to improve client onboarding and product implementation process
Work closely with clients to launch exciting new products
Assist in QA; gather feedbacks from users and other stake holders to continuously improve the performance of the products
Work in a fast-paced environment and excel under pressure

What you'll need to succeed

What you'll need to succeed
Bachelor’s degree with 2-3 years of relevant working experience
Experience working in B2B IT support services with all levels from executive level to project teams.
A problem solver who is willing to jump-out-of-the-box to resolve issues including technical troubleshooting and ensure projects can be delivered in a timely matter
Experience with RESTful APIs
You are eager to learn to become a product expert
Passionate about health technology and wearable
Able to work independently as well as performing as a team player


What you'll get in return

You will get to work in a company which thrives in an open and highly dynamic culture.
Competitive salary and performance based incentives
Equipment allowance to create your ideal work environment
Medical insurance including dental and vision
Flexible and generous vacation policy
Working in a transparent and supportive team environment

What you need to do now

If you’re interested in this role, click “apply now” or for more information and a confidential discussion this role or to find out more about IT and Digital opportunities contact Joyce Kan at +852-2230-7420 or joyce.kan@hays.com.hk [mailto: joyce.kan@hays.com.hk] . Follow Hays for the most up-to-date career advice and insights on the world of work: https://www.linkedin.com/company/hays",https://www.indeed.hk/rc/clk?jk=4c394c29a636add8&fccid=31670bef3ae6497b,https://m.hays.com.hk/Job/Detail/solution-engineer---digital-health-company-hong-kong-en-HKG_1121349?q=&p=84&specialismId=&locationLevel=3&locationSet=2690894%2CHong+Kong%2C3%2C114.1%2C22.38333333%402690926%2CThailand%2C3%2C100.98333333%2C15.86666667%402690891%2CCambodia%2C3%2C104.98333333%2C12.55%402690933%2CVietnam%2C3%2C108.26666667%2C14.05%402693619%2COther%2C3%2C99.65%2C33.73333333&locationId=&applyId=JOB_943341&lang=en&isSponsored=N&jobsource=indeedOrganic&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,nan,nan,nan,nan,nan
1514871688.0,2018-01-02 13:41:28,aa21609ad495d9ee,data scientist - up to 65k monthly,Randstad,Hong Kong,30+ days ago,"Our client is a leading MNC service provider company. They are looking for a data scientist to build enterprise BI solutions and Artificial Intelligence blueprint for APAC customer behavior. You will play a critical role toplan and lead strategic project for business generation and innovation.


The Job:

Prepare to dig into the mountains of data collected from the mobile OS, from different market segments (from emerging markets to developed markets)
Be a thought partner to the business teams contributing to well-designed hypotheses and experimentation, by providing data-driven insight and recommendations on data which would drive commercial value in the new projects/products, including understanding the customers behaviour, as improving monetization strategy (application store, advertising strategy, etc.) then influence & support the teams to take the right decisions
Serve as a subject matter expert on marketing and business experimentation
Spread the use of analytics throughout the Marketing and Business organisation, including those with a non-technical background
Build compelling data visualizations that can be understood by stakeholders throughout the organization
Translate data into actionable insight, eg: drawing actionable insights and explaining in a tailored way to the audience
Requirements:

Minimum 6 years of experience in a similar position, with a degree in computer science, statistics, mathematics, or any quantitative discipline
Strong mathematical/machine learning background with ability to understand & product distributed algorithms
Proficient with several languages within Python, R, Java, SQL,
Data Visualization skills (e.g Tableau, D3, matplotlib, .)
Possess excellent interpersonal communication and organizational skills with proven abilities of supporting teams towards achieving organizational goals.
Aptitude, creativity, and a preference for working in small, collaborative teams.
Passionate about new technology
To apply on line, please click on the appropriate link. Alternatively, for a confidential discussion please contacts Kevin Ng on + 852 2232-3449. Only shortlisted candidates will be contacted directly.",https://www.indeed.hk/rc/clk?jk=aa21609ad495d9ee&fccid=f8b265243da9f9d7,https://www.randstad.com.hk/jobs/data-scientist-up-to-65k-monthly_hong-kong_14017258/?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,nan,nan,nan,nan,nan
